sample_id,pixelsilicon_psnr,bicubic_psnr,psnr_improvement,pixelsilicon_ssim,bicubic_ssim,ssim_improvement
000094,32.9002,28.7903,4.1100,0.8426,0.7040,0.1385
001326,23.6553,21.8902,1.7651,0.7840,0.7212,0.0629
000072,25.2942,22.9683,2.3259,0.7400,0.7241,0.0159
002432,29.4655,20.0433,9.4222,0.9062,0.1847,0.7215
001696,27.8861,24.0144,3.8718,0.9043,0.7829,0.1215
000641,20.5536,18.7738,1.7798,0.2674,0.4001,-0.1327
001466,35.8220,24.0531,11.7690,0.9359,0.5039,0.4320
000981,24.2762,19.7530,4.5232,0.6969,0.3682,0.3287
000667,33.3217,32.2841,1.0376,0.9789,0.9558,0.0231
000948,27.2519,22.0497,5.2022,0.8233,0.4058,0.4175
001438,29.6799,24.2568,5.4231,0.7746,0.4826,0.2919
001967,26.9606,21.9746,4.9861,0.7553,0.5753,0.1800
001027,27.3477,21.1668,6.1809,0.4665,0.2544,0.2121
001623,31.8773,21.9592,9.9182,0.8760,0.3446,0.5314
000382,25.8705,22.3794,3.4911,0.4621,0.3748,0.0873
002225,41.3141,39.3389,1.9752,0.9619,0.9253,0.0367
002725,31.8541,28.1752,3.6788,0.8672,0.7552,0.1120
001508,22.5870,19.7895,2.7976,0.7153,0.4800,0.2353
000169,32.4374,21.4668,10.9706,0.7891,0.2045,0.5846
001371,23.2636,21.1264,2.1372,0.6663,0.6255,0.0408
002709,27.5407,21.7601,5.7805,0.6683,0.4043,0.2640
002413,34.0949,22.1322,11.9627,0.9390,0.2336,0.7054
000459,23.9753,22.4482,1.5271,0.6600,0.6139,0.0461
000578,23.7899,19.0641,4.7258,0.7677,0.3531,0.4146
000130,23.6393,22.4303,1.2089,0.7929,0.7855,0.0074
002982,10.6513,10.1987,0.4527,0.2805,0.2699,0.0107
001180,23.8372,22.7926,1.0446,0.7935,0.7608,0.0328
001910,29.2488,27.1656,2.0832,0.8558,0.7557,0.1001
002067,23.1786,20.6725,2.5061,0.6946,0.6270,0.0675
000424,28.6606,21.6992,6.9614,0.7788,0.3593,0.4195
002600,30.2770,23.8801,6.3969,0.8070,0.5556,0.2513
002698,24.4203,21.3301,3.0902,0.2907,0.3059,-0.0152
003198,25.5096,23.7729,1.7367,0.8451,0.7751,0.0700
000776,22.6590,19.2191,3.4399,0.8201,0.4659,0.3543
001735,35.1127,29.4561,5.6565,0.8449,0.7473,0.0976
000786,34.4046,31.2875,3.1171,0.9169,0.8555,0.0614
001051,30.4032,21.5328,8.8704,0.7596,0.3080,0.4516
001175,31.2672,21.8328,9.4344,0.8866,0.3240,0.5626
000418,28.1978,23.3652,4.8326,0.4777,0.3615,0.1162
001556,28.6315,20.2665,8.3650,0.8630,0.2119,0.6510
001691,28.7273,22.9517,5.7757,0.6457,0.3990,0.2467
000265,31.9627,27.9531,4.0096,0.8595,0.6467,0.2129
002852,21.5059,20.3503,1.1556,0.6016,0.5580,0.0436
000359,28.2298,26.7603,1.4695,0.7940,0.7404,0.0535
001135,20.6476,18.6471,2.0005,0.7346,0.5819,0.1527
001362,23.5704,19.8623,3.7081,0.2750,0.2796,-0.0046
002796,26.2356,20.1334,6.1022,0.8529,0.2688,0.5840
002268,26.9970,23.6088,3.3882,0.8501,0.7436,0.1065
001387,18.5977,17.4869,1.1108,0.7771,0.6898,0.0873
001137,27.5830,22.9863,4.5968,0.8226,0.5944,0.2282
001166,30.9503,21.4711,9.4792,0.8639,0.2957,0.5681
000888,27.0329,20.4386,6.5944,0.6957,0.3535,0.3423
002198,31.9719,28.8846,3.0874,0.8663,0.7763,0.0900
001356,23.0393,22.1263,0.9129,0.6693,0.6794,-0.0101
002164,23.3787,20.2889,3.0898,0.7537,0.5145,0.2393
001379,26.3292,21.6039,4.7253,0.6997,0.4887,0.2110
002363,24.2588,22.4391,1.8197,0.7941,0.7098,0.0843
000791,36.2858,24.9449,11.3409,0.9350,0.6033,0.3317
002270,34.1602,31.0399,3.1203,0.8885,0.8046,0.0839
002054,24.9674,22.7850,2.1824,0.7703,0.7110,0.0593
001361,23.0205,19.5161,3.5044,0.2802,0.2835,-0.0033
002141,34.9556,20.7931,14.1625,0.9506,0.1325,0.8181
002966,28.0274,24.9794,3.0480,0.8457,0.7429,0.1028
002910,28.8171,26.9177,1.8994,0.6562,0.5994,0.0568
002937,27.4558,21.3762,6.0797,0.6758,0.4336,0.2422
000639,26.7641,24.2561,2.5079,0.7848,0.7245,0.0603
000416,29.6328,23.6313,6.0015,0.8670,0.6489,0.2181
001835,24.5386,23.3641,1.1745,0.8128,0.7862,0.0266
001540,31.5448,20.5292,11.0156,0.9386,0.2754,0.6633
000531,22.1268,19.4295,2.6973,0.7218,0.3971,0.3247
001844,26.6676,22.2288,4.4387,0.6335,0.5276,0.1059
000495,24.3014,21.1016,3.1998,0.2563,0.2823,-0.0260
000540,26.2563,20.8680,5.3883,0.5872,0.3585,0.2287
000253,29.4737,20.5950,8.8786,0.8533,0.2145,0.6388
000687,28.9867,21.3856,7.6010,0.8015,0.3534,0.4481
001902,33.7427,27.5668,6.1759,0.9499,0.7981,0.1518
001421,29.2010,21.4072,7.7938,0.8220,0.3435,0.4785
002286,23.5717,22.7187,0.8530,0.7511,0.7368,0.0143
000819,21.0299,20.2695,0.7604,0.5373,0.5898,-0.0525
000840,27.1349,24.3106,2.8243,0.8352,0.7670,0.0682
002659,30.3159,27.8865,2.4294,0.8077,0.6727,0.1350
002217,38.4826,37.1069,1.3758,0.9373,0.9250,0.0123
001435,36.2793,21.8482,14.4311,0.9523,0.2207,0.7316
002069,35.9991,31.3298,4.6693,0.9333,0.8162,0.1171
000620,28.0492,22.5195,5.5297,0.7223,0.5309,0.1913
002246,31.8453,29.1277,2.7176,0.8345,0.7388,0.0957
001908,18.2075,18.3161,-0.1086,0.4444,0.6129,-0.1684
000268,32.4208,21.3282,11.0926,0.8510,0.3241,0.5268
001350,31.7138,23.5140,8.1998,0.6544,0.3116,0.3428
000181,28.4032,25.7420,2.6612,0.7437,0.6782,0.0655
002876,27.3933,23.6705,3.7228,0.4035,0.3558,0.0478
001927,23.8179,19.1020,4.7159,0.2168,0.1759,0.0409
002014,31.0625,25.6614,5.4011,0.8957,0.7326,0.1631
002451,32.3347,26.3013,6.0335,0.8425,0.5414,0.3012
002926,21.8493,18.4822,3.3671,0.2319,0.1977,0.0342
002940,21.7003,19.9813,1.7190,0.7318,0.6256,0.1062
001216,25.6600,24.2049,1.4550,0.6998,0.6735,0.0263
000595,23.3546,21.2506,2.1040,0.7372,0.6519,0.0853
001090,29.1614,22.3657,6.7957,0.8841,0.5811,0.3030
001807,26.2145,23.3981,2.8165,0.7747,0.6576,0.1171
000272,20.1611,18.3512,1.8099,0.7243,0.5762,0.1480
000006,28.3330,26.4852,1.8478,0.6456,0.5894,0.0562
001538,32.3153,27.3813,4.9340,0.8948,0.6756,0.2192
001026,27.5269,23.0078,4.5192,0.4618,0.3478,0.1140
001298,31.7628,23.4573,8.3055,0.8414,0.4205,0.4209
001587,23.1711,21.9831,1.1880,0.7327,0.7194,0.0133
002778,22.4942,21.5056,0.9886,0.7666,0.7255,0.0412
001034,22.1708,20.8017,1.3691,0.7365,0.7150,0.0215
002617,26.6785,23.8594,2.8190,0.7972,0.7574,0.0398
000290,22.6126,21.3867,1.2260,0.6608,0.6339,0.0269
001753,23.7332,20.3559,3.3774,0.8260,0.4284,0.3976
001024,27.8678,22.3859,5.4819,0.8812,0.5198,0.3614
002995,23.5797,22.7702,0.8095,0.7718,0.7431,0.0286
000458,24.0139,22.3491,1.6648,0.6588,0.6033,0.0556
000483,30.2984,21.4426,8.8558,0.7801,0.4008,0.3794
002815,28.3496,23.9932,4.3564,0.8933,0.6855,0.2079
002112,27.6928,24.0137,3.6791,0.8752,0.7640,0.1112
001460,24.4687,22.7796,1.6892,0.6694,0.6116,0.0578
000296,24.4484,22.9287,1.5197,0.7235,0.6811,0.0425
000694,28.3981,25.6504,2.7477,0.8819,0.7675,0.1144
001827,42.7845,40.1107,2.6738,0.9659,0.9292,0.0367
002703,34.4876,28.5608,5.9268,0.8425,0.5898,0.2527
001087,34.4363,28.7006,5.7357,0.9422,0.8590,0.0831
002954,28.9649,22.0504,6.9145,0.8797,0.4821,0.3976
000758,33.5980,25.5087,8.0893,0.8609,0.6674,0.1935
000191,24.9659,23.2159,1.7500,0.7602,0.6806,0.0796
000114,29.7908,21.6023,8.1885,0.7115,0.3292,0.3823
001280,20.0140,18.8493,1.1647,0.7112,0.7064,0.0048
002764,27.1641,23.2560,3.9081,0.7264,0.5846,0.1418
003063,31.0900,22.9098,8.1802,0.9177,0.5551,0.3626
002736,28.1007,24.9746,3.1261,0.8642,0.7530,0.1112
003026,29.8937,23.3738,6.5199,0.6354,0.3582,0.2772
002563,26.7396,23.4602,3.2795,0.7735,0.5608,0.2127
002677,27.7788,21.0373,6.7415,0.6644,0.3809,0.2835
001531,30.5875,26.5489,4.0386,0.6554,0.5473,0.1081
001375,27.1724,22.4439,4.7286,0.8412,0.6186,0.2227
000782,30.4133,23.8760,6.5373,0.7507,0.4658,0.2849
001471,26.4091,23.0321,3.3770,0.8675,0.7462,0.1213
002570,26.8844,21.1815,5.7029,0.4884,0.2994,0.1890
002158,27.1959,21.4812,5.7148,0.6038,0.4289,0.1749
002241,26.5906,22.7270,3.8635,0.3734,0.3914,-0.0180
003183,25.5523,21.6922,3.8601,0.3169,0.2940,0.0230
000961,33.1777,23.3587,9.8190,0.7546,0.3481,0.4064
002146,22.9953,21.4829,1.5123,0.5822,0.6321,-0.0499
000837,26.5119,25.7261,0.7858,0.8034,0.8116,-0.0082
002881,29.6973,24.8101,4.8873,0.8588,0.6581,0.2007
000761,23.5735,20.9230,2.6505,0.2767,0.3183,-0.0416
000398,22.2255,17.9370,4.2886,0.2232,0.1968,0.0264
001756,29.8853,26.9733,2.9120,0.8794,0.7483,0.1311
000435,31.0296,28.4032,2.6264,0.7673,0.7181,0.0492
002187,31.8589,22.1077,9.7512,0.9009,0.4571,0.4439
002671,25.0301,20.3641,4.6660,0.7502,0.4581,0.2922
001778,22.8283,20.6057,2.2226,0.7793,0.6371,0.1422
000767,28.5486,24.6228,3.9257,0.8093,0.6955,0.1138
000766,28.1162,24.7242,3.3920,0.8078,0.7003,0.1075
002483,28.9749,19.2712,9.7036,0.9384,0.1524,0.7861
002753,32.8536,27.6804,5.1732,0.8993,0.6410,0.2583
003048,29.0164,23.6321,5.3843,0.7872,0.5823,0.2048
001307,22.4410,18.2528,4.1881,0.4109,0.3299,0.0809
002437,21.4025,18.4870,2.9155,0.2135,0.2052,0.0083
001577,36.0094,33.4489,2.5604,0.9372,0.8479,0.0893
001893,24.0120,20.2974,3.7146,0.7525,0.4282,0.3243
001157,28.1405,25.2912,2.8494,0.5289,0.4754,0.0534
001003,27.1458,19.6483,7.4975,0.5325,0.2383,0.2942
002711,26.9761,19.9951,6.9810,0.6484,0.3149,0.3336
002471,28.2145,20.1874,8.0271,0.4620,0.1925,0.2695
000511,24.3918,23.5425,0.8492,0.6776,0.6662,0.0114
002518,23.3976,19.4437,3.9539,0.2636,0.2530,0.0106
002216,30.1090,29.6578,0.4512,0.8878,0.8933,-0.0055
001101,32.9197,19.8726,13.0471,0.9623,0.1242,0.8382
000485,32.4486,20.0766,12.3719,0.8032,0.1609,0.6423
000258,20.8281,19.8209,1.0072,0.7379,0.7161,0.0218
001565,28.6801,23.7829,4.8973,0.8707,0.6578,0.2129
000706,20.6410,19.0912,1.5498,0.2097,0.2581,-0.0484
003077,29.0639,23.0454,6.0185,0.8470,0.5806,0.2664
002809,30.3354,28.8573,1.4781,0.6876,0.6459,0.0417
001974,22.8396,22.1302,0.7093,0.8729,0.8336,0.0393
002175,25.1404,22.4246,2.7158,0.8845,0.7148,0.1696
002024,19.5421,18.7228,0.8194,0.6528,0.6295,0.0233
001519,33.1685,27.5174,5.6511,0.8987,0.7330,0.1657
001432,34.7526,24.3082,10.4444,0.9341,0.3459,0.5883
000395,33.9202,21.8246,12.0957,0.8414,0.2320,0.6094
001281,22.4709,21.7218,0.7491,0.4806,0.4936,-0.0130
000926,30.3962,26.7513,3.6449,0.6635,0.5709,0.0926
002370,34.4101,28.7486,5.6615,0.9221,0.7778,0.1442
002855,21.0626,20.6063,0.4563,0.7251,0.7356,-0.0105
002895,33.2144,23.6488,9.5657,0.7888,0.4075,0.3813
000503,26.3337,21.3640,4.9697,0.6502,0.4610,0.1892
000931,27.0798,22.8220,4.2578,0.7314,0.6176,0.1139
002601,28.2151,26.7458,1.4692,0.6883,0.6956,-0.0073
002968,23.7717,18.8555,4.9162,0.5320,0.3334,0.1986
002623,29.7792,23.7176,6.0616,0.7751,0.4005,0.3746
002386,22.2851,18.6615,3.6236,0.2994,0.2747,0.0247
003159,28.1752,22.5252,5.6500,0.4314,0.2830,0.1484
001597,27.8250,21.3142,6.5108,0.7768,0.3280,0.4488
002344,30.3904,26.9976,3.3929,0.9143,0.8347,0.0796
002814,28.8996,23.1961,5.7035,0.9021,0.6042,0.2978
000831,33.2443,26.1188,7.1255,0.8065,0.3896,0.4169
001054,34.5210,22.7278,11.7932,0.9387,0.4615,0.4771
001451,34.1429,20.9073,13.2357,0.8527,0.2436,0.6090
000720,23.4217,22.5227,0.8991,0.7711,0.7538,0.0172
000224,24.5307,21.6658,2.8649,0.4521,0.4152,0.0369
002012,26.6835,22.9224,3.7612,0.8101,0.6492,0.1609
000123,30.1843,24.4849,5.6995,0.9079,0.7070,0.2009
002506,37.1843,22.5904,14.5939,0.9373,0.5581,0.3792
000989,30.4649,21.0776,9.3872,0.8378,0.3020,0.5358
002616,23.5237,20.4578,3.0659,0.6723,0.5997,0.0726
000986,27.4617,20.2751,7.1866,0.8185,0.3669,0.4516
001478,29.1830,25.4813,3.7017,0.8553,0.7232,0.1321
000566,22.3778,19.3784,2.9994,0.5154,0.4755,0.0399
002901,21.5096,18.8894,2.6202,0.8697,0.5739,0.2959
000345,27.3272,23.2041,4.1231,0.7787,0.6751,0.1036
002027,26.7195,20.4907,6.2288,0.7434,0.3240,0.4194
001168,31.0158,29.9179,1.0979,0.8315,0.8194,0.0121
000176,24.1709,22.2427,1.9283,0.6948,0.5708,0.1240
002813,28.2211,21.9426,6.2784,0.8745,0.5630,0.3115
003117,39.4113,32.8471,6.5642,0.9426,0.7310,0.2116
001998,30.2474,26.9144,3.3330,0.7904,0.6774,0.1130
000768,22.4887,20.8996,1.5890,0.7645,0.6815,0.0831
001740,29.8858,27.1187,2.7671,0.7695,0.6434,0.1261
002485,33.1117,25.5984,7.5133,0.7572,0.4200,0.3372
